,idx,lat,long
19976,19976,49.80221,23.95613
19977,19977,49.79304,23.9561
19978,19978,49.87013,23.95602
19979,19979,49.79507,23.95612
19980,19980,49.86944,23.95604
19981,19981,49.8971,23.95611
19982,19982,49.73844,23.95603
19983,19983,49.79456,23.95613
19984,19984,49.77578,23.95609
19985,19985,49.82993,23.9561
19986,19986,49.79308,23.95613
19987,19987,49.80209,23.95617
19988,19988,49.79773,23.95616
19989,19989,49.9007,23.95615
19990,19990,49.82553,23.9561
19991,19991,49.8233,23.95615
19992,19992,49.89939,23.95616
19993,19993,49.77573,23.95614
19994,19994,49.75178,23.95606
19995,19995,49.8929,23.95617
19996,19996,49.88236,23.95614
19997,19997,49.80535,23.9562
19998,19998,49.89286,23.95617
19999,19999,49.90213,23.95619
20000,20000,49.8824,23.95615
20001,20001,49.86658,23.95613
20002,20002,49.77966,23.95616
20003,20003,49.76561,23.95613
20004,20004,49.79418,23.95619
20005,20005,49.79411,23.95619
20006,20006,49.51882,23.95611
20007,20007,49.82325,23.95619
20008,20008,49.79451,23.9562
20009,20009,49.77908,23.95618
20010,20010,49.87614,23.95616
20011,20011,49.80211,23.95623
20012,20012,49.87119,23.95618
20013,20013,49.90984,23.95624
20014,20014,49.84483,23.95615
20015,20015,49.47181,23.95617
20016,20016,49.90212,23.95623
20017,20017,49.88737,23.95621
20018,20018,49.86656,23.95617
20019,20019,49.79771,23.95627
20020,20020,49.33668,23.95617
20021,20021,49.89773,23.95623
20022,20022,49.88089,23.95614
20023,20023,49.82376,23.95633
20024,20024,49.69534,23.95617
20025,20025,49.87616,23.95621
20026,20026,49.87502,23.95618
20027,20027,49.86664,23.95621
20028,20028,49.7942,23.95627
20029,20029,49.89776,23.95625
20030,20030,49.80815,23.95632
20031,20031,49.82532,23.95622
20032,20032,49.86652,23.95621
20033,20033,49.79415,23.95629
20034,20034,49.80204,23.95633
20035,20035,49.47575,23.95622
20036,20036,49.89725,23.95627
20037,20037,49.87494,23.95621
20038,20038,49.86822,23.95621
20039,20039,49.82248,23.95625
20040,20040,49.78094,23.95627
20041,20041,49.88095,23.95619
20042,20042,49.7708,23.95619
20043,20043,49.77961,23.95628
20044,20044,49.90828,23.95632
20045,20045,49.8666,23.95628
20046,20046,49.77905,23.95629
20047,20047,49.52519,23.95622
20048,20048,49.86649,23.95625
20049,20049,49.80818,23.95637
20050,20050,49.78016,23.95629
20051,20051,49.86433,23.95631
20052,20052,49.77085,23.95622
20053,20053,49.90055,23.95632
20054,20054,49.86473,23.9563
20055,20055,49.78098,23.95631
20056,20056,49.89772,23.95632
20057,20057,49.86454,23.95631
20058,20058,49.75546,23.95622
20059,20059,49.90275,23.95634
20060,20060,49.89776,23.95632
20061,20061,49.877,23.9563
20062,20062,49.80207,23.95639
20063,20063,49.90271,23.95635
20064,20064,49.84495,23.95627
20065,20065,49.82726,23.95629
20066,20066,49.82329,23.95633
20067,20067,49.79304,23.95636
20068,20068,49.82808,23.95633
20069,20069,49.90829,23.95637
20070,20070,49.90052,23.95635
20071,20071,49.87938,23.95626
20072,20072,49.84488,23.95628
20073,20073,49.79299,23.95637
20074,20074,49.80123,23.95641
20075,20075,49.90826,23.95638
20076,20076,49.87296,23.95627
20077,20077,49.82254,23.95633
20078,20078,49.86656,23.95632
20079,20079,49.90271,23.95639
20080,20080,49.90057,23.95638
20081,20081,49.80195,23.95643
20082,20082,49.80022,23.95643
20083,20083,49.79778,23.95641
20084,20084,49.77284,23.95628
20085,20085,49.71685,23.95634
20086,20086,49.90275,23.9564
20087,20087,49.86433,23.95639
20088,20088,49.82292,23.95638
20089,20089,49.86472,23.95637
20090,20090,49.86457,23.95638
20091,20091,49.76564,23.95636
20092,20092,49.86503,23.95634
20093,20093,49.89941,23.9564
20094,20094,49.86689,23.95639
20095,20095,49.86654,23.95635
20096,20096,49.86404,23.95634
20097,20097,49.82298,23.9564
20098,20098,49.78009,23.95638
20099,20099,49.73325,23.95634
20100,20100,49.54223,23.95623
20101,20101,49.82703,23.95636
20102,20102,49.80118,23.95646
20103,20103,49.79775,23.95644
20104,20104,49.90054,23.95643
20105,20105,49.89932,23.95642
20106,20106,49.87597,23.95638
20107,20107,49.87303,23.95634
20108,20108,49.80028,23.95647
20109,20109,49.89935,23.95643
20110,20110,49.82526,23.95639
20111,20111,49.89824,23.95643
20112,20112,49.80197,23.95649
20113,20113,49.77288,23.95634
20114,20114,49.90273,23.95645
20115,20115,49.82355,23.95655
20116,20116,49.82293,23.95644
20117,20117,49.91531,23.95642
20118,20118,49.88234,23.95641
20119,20119,49.80692,23.95651
20120,20120,49.87119,23.95636
20121,20121,49.86499,23.95639
20122,20122,49.86409,23.95639
20123,20123,49.80139,23.9565
20124,20124,49.91527,23.95644
20125,20125,49.86687,23.95645
20126,20126,49.82354,23.95645
20127,20127,49.8994,23.95647
20128,20128,49.88239,23.95645
20129,20129,49.87601,23.95644
20130,20130,49.8639,23.95641
20131,20131,49.79571,23.9565
20132,20132,49.78223,23.95647
20133,20133,49.88069,23.95639
20134,20134,49.87925,23.9564
20135,20135,49.87594,23.95643
20136,20136,49.79782,23.95652
20137,20137,49.79383,23.9565
20138,20138,49.88175,23.95646
20139,20139,49.87293,23.95639
20140,20140,49.86384,23.95643
20141,20141,49.80179,23.95655
20142,20142,49.83138,23.95646
20143,20143,49.89979,23.95651
20144,20144,49.89934,23.9565
20145,20145,49.89931,23.9565
20146,20146,49.89726,23.9565
20147,20147,49.87008,23.95643
20148,20148,49.80168,23.95656
20149,20149,49.873,23.95642
20150,20150,49.86731,23.9565
20151,20151,49.80136,23.95656
20152,20152,49.82327,23.95651
20153,20153,49.79567,23.95654
20154,20154,49.79787,23.95656
20155,20155,49.79718,23.95656
20156,20156,49.82299,23.95652
20157,20157,49.87596,23.95649
20158,20158,49.87322,23.95645
20159,20159,49.86749,23.95653
20160,20160,49.8671,23.95653
20161,20161,49.51309,23.95645
20162,20162,49.89865,23.95653
20163,20163,49.89576,23.95657
20164,20164,49.88717,23.95652
20165,20165,49.87149,23.95643
20166,20166,49.86391,23.95648
20167,20167,49.79291,23.95656
20168,20168,49.88062,23.95646
20169,20169,49.90062,23.95656
20170,20170,49.86385,23.95649
20171,20171,49.79296,23.95657
20172,20172,49.88072,23.95648
20173,20173,49.87602,23.95652
20174,20174,49.80181,23.95662
20175,20175,49.89573,23.9566
20176,20176,49.88179,23.95654
20177,20177,49.87155,23.95646
20178,20178,49.86732,23.95656
20179,20179,49.79781,23.95661
20180,20180,49.79578,23.95659
20181,20181,49.80168,23.95663
20182,20182,49.90585,23.9566
20183,20183,49.89978,23.95658
20184,20184,49.79787,23.95662
20185,20185,49.7558,23.95648
20186,20186,49.90337,23.9566
20187,20187,49.80297,23.95664
20188,20188,49.45261,23.95654
20189,20189,49.86537,23.95653
20190,20190,49.77373,23.9565
20191,20191,49.47915,23.95654
20192,20192,49.80793,23.95667
20193,20193,49.90592,23.95663
20194,20194,49.87681,23.95657
20195,20195,49.79574,23.95664
20196,20196,49.87623,23.95658
20197,20197,49.845,23.95655
20198,20198,49.84494,23.95655
20199,20199,49.79377,23.95664
20200,20200,49.79371,23.95664
20201,20201,49.82256,23.95659
20202,20202,49.89929,23.95663
20203,20203,49.90339,23.95665
20204,20204,49.90059,23.95664
20205,20205,49.8805,23.95655
20206,20206,49.82323,23.95663
20207,20207,49.77952,23.95662
20208,20208,49.88719,23.95662
20209,20209,49.88063,23.95656
20210,20210,49.80251,23.9567
20211,20211,49.76585,23.95662
20212,20212,49.89933,23.95665
20213,20213,49.86636,23.9566
20214,20214,49.69497,23.95658
20215,20215,49.86535,23.95659
20216,20216,49.73118,23.95661
20217,20217,49.80796,23.95672
20218,20218,49.83549,23.95661
20219,20219,49.90978,23.95669
20220,20220,49.87619,23.95663
20221,20221,49.82731,23.95662
20222,20222,49.80535,23.95673
20223,20223,49.77956,23.95666
20224,20224,49.89929,23.95668
20225,20225,49.82251,23.95665
20226,20226,49.77072,23.95659
20227,20227,49.75598,23.95658
20228,20228,49.73297,23.95662
20229,20229,49.8804,23.9566
20230,20230,49.86964,23.95663
20231,20231,49.82259,23.95666
20232,20232,49.8635,23.95667
20233,20233,49.80007,23.95675
20234,20234,49.77077,23.95661
20235,20235,49.82308,23.9567
20236,20236,49.80952,23.95676
20237,20237,49.48207,23.95665
20238,20238,49.89933,23.95671
20239,20239,49.90454,23.95673
20240,20240,49.51961,23.95663
20241,20241,49.79788,23.95676
20242,20242,49.82468,23.95673
20243,20243,49.79784,23.95677
20244,20244,49.88052,23.95665
20245,20245,49.87355,23.95666
20246,20246,49.86619,23.95668
20247,20247,49.82319,23.95672
20248,20248,49.82313,23.95672
20249,20249,49.80958,23.95678
20250,20250,49.80013,23.95678
20251,20251,49.82254,23.9567
20252,20252,50.05511,23.95675
20253,20253,49.88033,23.95666
20254,20254,49.82861,23.95672
20255,20255,49.87914,23.95668
20256,20256,49.87341,23.95668
20257,20257,49.86349,23.95669
20258,20258,49.89743,23.95676
20259,20259,49.88701,23.95675
20260,20260,49.88042,23.95668
20261,20261,49.82613,23.95669
20262,20262,49.90916,23.9568
20263,20263,49.8235,23.95676
20264,20264,49.89367,23.95677
20265,20265,49.75429,23.95668
20266,20266,49.89364,23.95678
20267,20267,49.77689,23.95676
20268,20268,49.87055,23.95674
20269,20269,49.77438,23.95669
20270,20270,49.82352,23.9569
20271,20271,49.33688,23.95673
20272,20272,49.89264,23.9568
20273,20273,49.8803,23.95673
20274,20274,49.82246,23.95678
20275,20275,49.77444,23.95671
20276,20276,49.87565,23.95677
20277,20277,49.82336,23.95681
20278,20278,49.8748,23.95676
20279,20279,49.87368,23.95676
20280,20280,49.86564,23.95677
20281,20281,49.86612,23.95678
20282,20282,49.77371,23.95673
20283,20283,49.48451,23.95676
20284,20284,49.88706,23.95682
20285,20285,49.88036,23.95676
20286,20286,49.90066,23.95685
20287,20287,49.89367,23.95684
20288,20288,49.87919,23.95676
20289,20289,49.8764,23.9568
20290,20290,49.87486,23.95678
20291,20291,49.87354,23.95677
20292,20292,49.7935,23.95686
20293,20293,49.77683,23.95682
20294,20294,49.78217,23.95684
20295,20295,49.89364,23.95685
20296,20296,49.8932,23.95685
20297,20297,49.87018,23.95677
20298,20298,49.82249,23.95682
20299,20299,49.87569,23.95681
20300,20300,49.79277,23.95687
20301,20301,49.89579,23.95686
20302,20302,49.86559,23.95681
20303,20303,49.8192,23.95685
20304,20304,49.80681,23.95692
20305,20305,49.97375,23.95681
20306,20306,49.89264,23.95687
20307,20307,49.87239,23.95676
20308,20308,49.81916,23.95686
20309,20309,49.80061,23.95693
20310,20310,49.73354,23.95681
20311,20311,49.89575,23.95688
20312,20312,49.7794,23.95687
20313,20313,50.05652,23.95691
20314,20314,49.82449,23.95692
20315,20315,49.82327,23.95689
20316,20316,49.73248,23.95684
20317,20317,49.86618,23.95685
20318,20318,49.79352,23.95692
20319,20319,49.79345,23.95692
20320,20320,49.79265,23.95692
20321,20321,49.90062,23.95691
20322,20322,49.86325,23.95685
20323,20323,49.8764,23.95688
20324,20324,49.82325,23.95691
20325,20325,49.73438,23.95685
20326,20326,49.89743,23.95692
20327,20327,49.73877,23.95684
20328,20328,49.87275,23.95682
20329,20329,49.8029,23.95699
20330,20330,49.79591,23.95696
20331,20331,49.79349,23.95696
20332,20332,49.77942,23.95692
20333,20333,49.8817,23.95691
20334,20334,49.88032,23.95687
20335,20335,49.87284,23.95683
20336,20336,49.7793,23.95693
20337,20337,49.86328,23.95689
20338,20338,49.8094,23.957
20339,20339,49.77923,23.95694
20340,20340,49.88023,23.95689
20341,20341,49.73396,23.95691
20342,20342,49.48589,23.9569
20343,20343,49.79588,23.957
20344,20344,49.73872,23.95689
20345,20345,49.51251,23.9569
20346,20346,49.87479,23.95692
20347,20347,49.87291,23.95688
20348,20348,49.80086,23.95704
20349,20349,49.89462,23.95699
20350,20350,49.79594,23.95702
20351,20351,49.86957,23.95693
20352,20352,49.86937,23.95693
20353,20353,49.84494,23.95694
20354,20354,49.82565,23.95694
20355,20355,49.87283,23.9569
20356,20356,49.86759,23.95702
20357,20357,49.87486,23.95695
20358,20358,49.84501,23.95695
20359,20359,49.77932,23.957
20360,20360,49.89458,23.95702
20361,20361,49.87666,23.95699
20362,20362,49.79589,23.95705
20363,20363,49.88162,23.957
20364,20364,49.80525,23.95709
20365,20365,49.90066,23.95705
20366,20366,49.80249,23.9571
20367,20367,49.82323,23.95704
20368,20368,49.77269,23.95695
20369,20369,49.88027,23.95698
20370,20370,49.7751,23.95695
20371,20371,49.89202,23.95705
20372,20372,49.88017,23.95699
20373,20373,49.8766,23.95702
20374,20374,49.87289,23.95695
20375,20375,49.77925,23.95705
20376,20376,49.89584,23.95713
20377,20377,49.87389,23.95702
20378,20378,49.86597,23.95705
20379,20379,49.79994,23.95715
20380,20380,49.89581,23.95713
20381,20381,49.87662,23.95706
20382,20382,49.824,23.95716
20383,20383,49.77067,23.95709
20384,20384,49.89924,23.95711
20385,20385,49.88678,23.95709
20386,20386,49.79361,23.95713
20387,20387,49.89928,23.95711
20388,20388,49.87657,23.95707
20389,20389,49.77062,23.9571
20390,20390,49.80191,23.95717
20391,20391,49.80134,23.95718
20392,20392,49.87409,23.95706
20393,20393,49.8,23.95718
20394,20394,49.79248,23.95714
20395,20395,49.86594,23.9571
20396,20396,49.88021,23.95707
20397,20397,49.82241,23.95712
20398,20398,49.86604,23.95711
20399,20399,49.82531,23.95712
20400,20400,49.75221,23.95705
20401,20401,49.82822,23.95713
20402,20402,49.80767,23.95722
20403,20403,49.82245,23.95713
20404,20404,49.79993,23.95722
20405,20405,49.80288,23.95723
20406,20406,49.87074,23.95712
20407,20407,49.8253,23.95713
20408,20408,49.81697,23.95719
20409,20409,49.80771,23.95724
20410,20410,49.79778,23.95722
20411,20411,49.79252,23.95719
20412,20412,49.88683,23.95716
20413,20413,49.80293,23.95725
20414,20414,49.82322,23.95717
20415,20415,49.77162,23.9571
20416,20416,49.48635,23.95712
20417,20417,49.7936,23.95722
20418,20418,49.88015,23.95713
20419,20419,49.81923,23.9572
20420,20420,49.81919,23.9572
20421,20421,49.78083,23.9572
20422,20422,49.89765,23.9572
20423,20423,49.8169,23.95723
20424,20424,49.65331,23.95717
20425,20425,49.84278,23.95719
20426,20426,49.79998,23.95727
20427,20427,49.7956,23.95724
20428,20428,49.75247,23.95712
20429,20429,49.84261,23.9572
20430,20430,49.77506,23.95712
20431,20431,49.8822,23.9572
20432,20432,49.866,23.95719
20433,20433,49.78077,23.95723
20434,20434,49.79782,23.95728
20435,20435,49.77064,23.95723
20436,20436,49.90242,23.95726
20437,20437,49.87654,23.95721
20438,20438,49.80235,23.9573
20439,20439,49.77702,23.95723
20440,20440,49.87909,23.9572
20441,20441,49.87659,23.95722
20442,20442,49.90223,23.95728
20443,20443,49.90584,23.9573
20444,20444,49.90273,23.95729
20445,20445,49.90065,23.95728
20446,20446,49.87472,23.9572
20447,20447,49.87106,23.95721
20448,20448,49.90279,23.9573
20449,20449,49.77695,23.95727
20450,20450,49.52003,23.95721
20451,20451,49.89768,23.95729
20452,20452,49.77989,23.95727
20453,20453,49.87901,23.95725
20454,20454,49.87545,23.9572
20455,20455,49.89366,23.9573
20456,20456,49.89363,23.9573
20457,20457,49.90976,23.95734
20458,20458,49.83158,23.95728
20459,20459,49.90226,23.95733
20460,20460,49.84275,23.95729
20461,20461,49.77992,23.9573
20462,20462,49.90844,23.95735
20463,20463,49.90817,23.95735
20464,20464,49.90254,23.95733
20465,20465,49.90061,23.95733
20466,20466,49.87479,23.95724
20467,20467,49.90814,23.95735
20468,20468,49.90244,23.95734
20469,20469,49.90267,23.95734
20470,20470,49.90262,23.95734
20471,20471,49.87537,23.95726
20472,20472,49.84262,23.9573
20473,20473,49.90273,23.95735
20474,20474,49.84305,23.9573
20475,20475,49.9098,23.95737
20476,20476,49.84489,23.95728
20477,20477,49.80505,23.9574
20478,20478,49.90879,23.95738
20479,20479,49.89762,23.95734
20480,20480,49.82773,23.95732
20481,20481,49.87989,23.95729
20482,20482,49.9028,23.95737
20483,20483,49.90201,23.95737
20484,20484,49.90175,23.95737
20485,20485,49.87422,23.9573
20486,20486,49.90171,23.95737
20487,20487,49.77253,23.95727
20488,20488,49.90843,23.9574
20489,20489,49.90818,23.9574
20490,20490,49.90815,23.9574
20491,20491,49.90294,23.95738
20492,20492,49.90165,23.95738
20493,20493,49.87907,23.95732
20494,20494,49.87135,23.95729
20495,20495,49.79224,23.95739
20496,20496,49.88157,23.95735
20497,20497,49.87655,23.95734
20498,20498,49.80657,23.95744
20499,20499,49.90139,23.9574
20500,20500,49.87707,23.95736
20501,20501,49.87141,23.95731
20502,20502,49.45244,23.95735
20503,20503,49.90264,23.95741
20504,20504,49.9026,23.95741
20505,20505,49.87994,23.95734
20506,20506,49.82329,23.95738
20507,20507,49.77163,23.95731
20508,20508,49.86771,23.95737
20509,20509,49.79609,23.95743
20510,20510,49.75711,23.95736
20511,20511,49.48671,23.95734
20512,20512,49.90913,23.95744
20513,20513,49.86767,23.95737
20514,20514,49.90917,23.95744
20515,20515,49.90881,23.95744
20516,20516,49.90787,23.95745
20517,20517,49.90171,23.95743
20518,20518,49.88659,23.9574
20519,20519,49.86285,23.95734
20520,20520,49.82346,23.95751
20521,20521,49.84302,23.95738
20522,20522,49.90175,23.95744
20523,20523,49.79537,23.95745
20524,20524,49.79426,23.95745
20525,20525,49.89766,23.95743
20526,20526,49.86626,23.95739
20527,20527,49.90115,23.95745
20528,20528,49.9014,23.95745
20529,20529,49.79419,23.95746
20530,20530,49.77156,23.95737
20531,20531,49.90917,23.95749
20532,20532,49.90913,23.95749
20533,20533,49.90788,23.95749
20534,20534,49.88221,23.95744
20535,20535,49.86787,23.95743
20536,20536,49.86286,23.95739
20537,20537,49.87908,23.95742
20538,20538,49.84228,23.95744
20539,20539,49.82338,23.95745
20540,20540,49.87451,23.95743
20541,20541,49.84339,23.95744
20542,20542,49.77205,23.95739
20543,20543,49.90317,23.9575
20544,20544,49.89777,23.95748
20545,20545,49.87902,23.95743
20546,20546,49.86768,23.95744
20547,20547,49.86288,23.95741
20548,20548,49.79538,23.9575
20549,20549,49.79432,23.9575
20550,20550,49.90307,23.9575
20551,20551,49.86773,23.95745
20552,20552,49.79985,23.95754
20553,20553,49.90957,23.95752
20554,20554,49.90117,23.9575
20555,20555,49.89842,23.95749
20556,20556,49.82342,23.95747
20557,20557,49.77209,23.9574
20558,20558,49.87707,23.95747
20559,20559,49.86634,23.95746
20560,20560,49.82346,23.9576
20561,20561,49.79422,23.95752
20562,20562,49.88662,23.95749
20563,20563,49.79425,23.95753
20564,20564,49.86389,23.95745
20565,20565,49.79219,23.95753
20566,20566,49.90981,23.95755
20567,20567,49.90976,23.95755
20568,20568,49.87644,23.95749
20569,20569,49.82386,23.95759
20570,20570,49.79428,23.95754
20571,20571,49.78125,23.95752
20572,20572,49.75451,23.95743
20573,20573,49.87459,23.95747
20574,20574,49.86623,23.95749
20575,20575,49.79516,23.95755
20576,20576,49.8791,23.95748
20577,20577,49.90957,23.95757
20578,20578,49.89841,23.95754
20579,20579,49.82829,23.95752
20580,20580,49.79488,23.95756
20581,20581,49.77937,23.95753
20582,20582,49.89779,23.95754
20583,20583,49.84232,23.95752
20584,20584,49.82397,23.9576
20585,20585,49.79608,23.95757
20586,20586,49.78182,23.95754
20587,20587,49.90767,23.95758
20588,20588,49.89771,23.95755
20589,20589,49.87447,23.95751
20590,20590,49.86578,23.95751
20591,20591,49.84324,23.95752
20592,20592,49.84478,23.95751
20593,20593,49.77202,23.95747
20594,20594,49.90568,23.95758
20595,20595,49.89463,23.95759
20596,20596,49.86404,23.9575
20597,20597,49.78119,23.95756
20598,20598,49.71774,23.95749
20599,20599,49.90405,23.95758
20600,20600,49.81917,23.95756
20601,20601,49.90977,23.9576
20602,20602,49.90063,23.95758
20603,20603,49.83112,23.95755
20604,20604,49.80498,23.95763
20605,20605,49.77207,23.95748
20606,20606,49.8797,23.95753
20607,20607,49.79381,23.9576
20608,20608,49.90059,23.95759
20609,20609,49.86388,23.95752
20610,20610,49.80295,23.95764
20611,20611,49.8029,23.95764
20612,20612,49.79377,23.9576
20613,20613,49.82227,23.95753
20614,20614,49.9077,23.95762
20615,20615,49.90408,23.95761
20616,20616,49.87467,23.95753
20617,20617,49.86832,23.95755
20618,20618,49.81921,23.95759
20619,20619,49.79517,23.95762
20620,20620,49.7949,23.95762
20621,20621,49.90981,23.95763
20622,20622,49.89773,23.9576
20623,20623,49.87905,23.95755
20624,20624,49.87453,23.95755
20625,20625,49.86632,23.95756
20626,20626,49.73247,23.95755
20627,20627,49.87914,23.95755
20628,20628,49.90575,23.95763
20629,20629,49.86646,23.95757
20630,20630,49.792,23.95762
20631,20631,49.9034,23.95763
20632,20632,49.90567,23.95764
20633,20633,49.90265,23.95763
20634,20634,49.90262,23.95763
20635,20635,49.87965,23.95757
20636,20636,49.87645,23.95759
20637,20637,49.78393,23.95762
20638,20638,49.82231,23.95758
20639,20639,49.79289,23.95765
20640,20640,49.75325,23.95754
20641,20641,49.87469,23.95757
20642,20642,49.90977,23.95767
20643,20643,49.77586,23.95754
20644,20644,49.90062,23.95765
20645,20645,49.90173,23.95766
20646,20646,49.89869,23.95765
20647,20647,49.89416,23.95768
20648,20648,49.87461,23.95759
20649,20649,49.8683,23.95761
20650,20650,49.89463,23.95769
20651,20651,49.87233,23.9576
20652,20652,49.79442,23.95768
20653,20653,49.79436,23.95768
20654,20654,49.90339,23.95768
20655,20655,49.8946,23.95769
20656,20656,49.77243,23.95757
20657,20657,49.51192,23.95759
20658,20658,50.05694,23.9577
20659,20659,49.90574,23.95769
20660,20660,49.90058,23.95767
20661,20661,49.7759,23.95757
20662,20662,49.7705,23.95766
20663,20663,49.89889,23.95767
20664,20664,49.80755,23.95773
20665,20665,49.69365,23.95761
20666,20666,49.90013,23.95768
20667,20667,49.87911,23.95763
20668,20668,49.8686,23.95764
20669,20669,49.8293,23.95767
20670,20670,49.89405,23.95771
20671,20671,49.87972,23.95763
20672,20672,49.77248,23.95759
20673,20673,49.88139,23.95767
20674,20674,49.86636,23.95765
20675,20675,49.78399,23.95769
20676,20676,49.86776,23.95766
20677,20677,49.80638,23.95776
20678,20678,49.79374,23.95771
20679,20679,49.87467,23.95764
20680,20680,49.86643,23.95766
20681,20681,49.7168,23.95763
20682,20682,49.89417,23.95773
20683,20683,49.8946,23.95774
20684,20684,49.87926,23.95766
20685,20685,49.86453,23.95772
20686,20686,49.84366,23.95767
20687,20687,49.89464,23.95774
20688,20688,49.87967,23.95768
20689,20689,49.86772,23.95769
20690,20690,49.90177,23.95774
20691,20691,49.87513,23.95764
20692,20692,49.79379,23.95775
20693,20693,49.7724,23.95764
20694,20694,49.90426,23.95776
20695,20695,49.89406,23.95776
20696,20696,49.86555,23.9577
20697,20697,49.90013,23.95775
20698,20698,49.87745,23.95771
20699,20699,49.82781,23.95772
20700,20700,49.71697,23.95767
20701,20701,49.87488,23.95769
20702,20702,49.87267,23.9577
20703,20703,49.84215,23.95772
20704,20704,49.82484,23.95773
20705,20705,49.90061,23.95776
20706,20706,49.88143,23.95774
20707,20707,49.87498,23.95769
20708,20708,49.71743,23.95768
20709,20709,49.8992,23.95776
20710,20710,49.89393,23.95779
20711,20711,49.86633,23.95772
20712,20712,49.79466,23.95778
20713,20713,49.86447,23.95778
20714,20714,49.80258,23.95782
20715,20715,49.77246,23.95767
20716,20716,49.87974,23.95772
20717,20717,49.50472,23.9577
20718,20718,49.87274,23.95772
20719,20719,49.87949,23.95773
20720,20720,49.84221,23.95776
20721,20721,49.77052,23.95777
20722,20722,49.48713,23.95771
20723,20723,49.89916,23.95779
20724,20724,49.87508,23.95772
20725,20725,49.90264,23.9578
20726,20726,49.87636,23.95776
20727,20727,49.87478,23.95773
20728,20728,49.87516,23.9577
20729,20729,49.80501,23.95785
20730,20730,49.90398,23.95782
20731,20731,49.8797,23.95775
20732,20732,49.87923,23.95775
20733,20733,49.89964,23.95781
20734,20734,49.87491,23.95775
20735,20735,49.83067,23.95778
20736,20736,49.7947,23.95783
20737,20737,49.75028,23.95771
20738,20738,49.89395,23.95784
20739,20739,49.87977,23.95776
20740,20740,49.87935,23.95776
20741,20741,49.8996,23.95782
20742,20742,49.8921,23.95784
20743,20743,49.87497,23.95776
20744,20744,49.87484,23.95776
20745,20745,49.86879,23.95778
20746,20746,49.87265,23.95778
20747,20747,49.80867,23.95789
20748,20748,49.33708,23.95776
20749,20749,49.87742,23.9578
20750,20750,49.86485,23.95781
20751,20751,49.80617,23.95789
20752,20752,49.71646,23.9578
20753,20753,49.89919,23.95784
20754,20754,49.79265,23.95785
20755,20755,49.77274,23.95774
20756,20756,49.90177,23.95785
20757,20757,49.87504,23.95778
20758,20758,49.8704,23.95778
20759,20759,49.89915,23.95785
20760,20760,49.87508,23.95779
20761,20761,49.87473,23.95779
20762,20762,49.87451,23.9578
20763,20763,49.86676,23.95784
20764,20764,49.79387,23.95787
20765,20765,49.79174,23.95786
20766,20766,49.89461,23.95788
20767,20767,49.89389,23.95788
20768,20768,49.90174,23.95787
20769,20769,49.89464,23.95789
20770,20770,49.87638,23.95783
20771,20771,49.87951,23.95782
20772,20772,49.87929,23.95782
20773,20773,49.87633,23.95784
20774,20774,49.86668,23.95783
20775,20775,49.80871,23.95793
20776,20776,49.9075,23.9579
20777,20777,49.87987,23.95782
20778,20778,49.87974,23.95782
20779,20779,49.87478,23.95781
20780,20780,49.87458,23.95783
20781,20781,49.8691,23.95783
20782,20782,49.89964,23.95788
20783,20783,49.88629,23.95787
20784,20784,49.75568,23.95778
20785,20785,49.89205,23.9579
20786,20786,49.79181,23.95789
20787,20787,49.90391,23.9579
20788,20788,49.8996,23.95789
20789,20789,49.89581,23.95792
20790,20790,49.87272,23.95784
20791,20791,49.86691,23.95786
20792,20792,49.86643,23.95785
20793,20793,49.81911,23.95788
20794,20794,49.77195,23.9578
20795,20795,49.89604,23.95792
20796,20796,49.89578,23.95792
20797,20797,49.77272,23.9578
20798,20798,49.87998,23.95785
20799,20799,49.77951,23.95788
20800,20800,49.77945,23.95788
20801,20801,49.73302,23.95784
20802,20802,49.86639,23.95787
20803,20803,49.86486,23.95788
20804,20804,49.88133,23.95789
20805,20805,49.86673,23.95788
20806,20806,49.8946,23.95794
20807,20807,49.86543,23.95788
20808,20808,49.77336,23.95782
20809,20809,49.89464,23.95795
20810,20810,49.87938,23.95787
20811,20811,49.82202,23.95787
20812,20812,49.82882,23.95792
20813,20813,49.772,23.95784
20814,20814,49.87931,23.95788
20815,20815,49.86663,23.9579
20816,20816,49.79504,23.95795
20817,20817,49.88635,23.95793
20818,20818,49.87635,23.95791
20819,20819,49.71583,23.95791
20820,20820,49.90629,23.95797
20821,20821,49.89578,23.95797
20822,20822,49.77341,23.95785
20823,20823,49.89582,23.95798
20824,20824,49.86646,23.95791
20825,20825,49.89603,23.95798
20826,20826,49.87985,23.9579
20827,20827,49.86982,23.95791
20828,20828,49.86541,23.95792
20829,20829,49.88136,23.95794
20830,20830,49.86726,23.95795
20831,20831,49.91085,23.95799
20832,20832,49.90567,23.95799
20833,20833,49.88029,23.95792
20834,20834,49.87947,23.95792
20835,20835,49.86642,23.95793
20836,20836,49.90559,23.958
20837,20837,49.87639,23.95794
20838,20838,49.86919,23.95794
20839,20839,49.89917,23.95798
20840,20840,49.8777,23.95795
20841,20841,49.79462,23.958
20842,20842,49.90256,23.958
20843,20843,49.8939,23.95801
20844,20844,49.79154,23.95799
20845,20845,49.88035,23.95798
20846,20846,49.79505,23.95801
20847,20847,49.89386,23.95802
20848,20848,49.88485,23.95798
20849,20849,49.87931,23.95795
20850,20850,49.8655,23.95796
